"","FID","OBJECTID","AmbulanceR","BikeAge_Gr","Bike_Age","Bike_Alc_D","Bike_Dir","Bike_Injur","Bike_Pos","Bike_Race","Bike_Sex","City","County","CrashAlcoh","CrashDay","Crash_Date","Crash_Grp","Crash_Hour","Crash_Loc","Crash_Mont","Crash_Time","Crash_Type","Crash_Ty_1","Crash_Year","Crsh_Sevri","Developmen","DrvrAge_Gr","Drvr_Age","Drvr_Alc_D","Drvr_EstSp","Drvr_Injur","Drvr_Race","Drvr_Sex","Drvr_VehTy","ExcsSpdInd","Hit_Run","Light_Cond","Locality","Num_Lanes","Num_Units","Rd_Charact","Rd_Class","Rd_Conditi","Rd_Config","Rd_Defects","Rd_Feature","Rd_Surface","Region","Rural_Urba","Speed_Limi","Traff_Cntr","Weather","Workzone_I","Location","locx","locy"
"3168",426,427,"No","25-29",29,"No","","Injury","","Black","Female","Kinston","Lenoir","No","01-01-04","2010-07-15","Other /  - Insufficient Details",6,"Non-Intersection","01-07-01","0001-01-01T01:27:58-04:56","Approach Paths",0,2010,"Injury","Commercial","",NA,"Missing","31-35 mph","Injury","/Missing","","Passenger Car","No","Yes","Dark -  Lighting","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Urban","30 - 35  MPH","No Control Present","Clear","No","35.27724, -77.579735",-77.579735,35.27724
"3169",438,439,"Yes","16-19",17,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Clay","No","01-01-04","2010-07-01","Bicyclist Failed to Yield - Sign-Controlled Intersection",15,"Intersection","01-07-01","0001-01-01T11:00:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",0,2010,"B: Evident Injury","Residential","0-19",17,"No","26-30 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","Y-Intersection","Coarse Asphalt","Mountains","Rural","30 - 35  MPH","Stop Sign","Clear","No","34.990314, -83.91248",-83.91248,34.990314
"3170",441,442,"Yes","50-59",55,"No","With Traffic","B: Evident Injury","Travel Lane","White","Female","Wilmington","New Hanover","No","01-01-04","2010-07-08","Bicyclist Failed to Yield - Signalized Intersection",14,"Intersection","01-07-01","0001-01-01T09:30:58-04:56","Bicyclist Ride Through - Signalized Intersection",0,2010,"B: Evident Injury","Commercial","50-59",50,"No","31-35 mph","O: No Injury","White","Female","Van","No","No","Daylight","Urban (>70% Developed)","9 or more lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Positive Median Barrier","None","No Special Feature","Smooth Asphalt","Coastal","Urban","40 - 45  MPH","Stop And Go Signal","Clear","No","34.238728, -77.82838",-77.82838,34.238728
"3171",443,444,"No","10-Jun",10,"No","Not Applicable","Injury","Travel Lane","/Missing","Male","Durham","Durham","No","01-01-06","2010-07-03","Bicyclist Failed to Yield - Midblock",16,"Non-Intersection","01-07-01","0001-01-01T11:20:58-04:56","Bicyclist Ride Out - Other Midblock",0,2010,"Injury","Residential","",NA,"Missing","6-10 mph","Injury","/Missing","","","No","Yes","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","5 - 15 MPH","No Control Present","Clear","No","35.9368, -78.89965",-78.89965,35.9368
"3172",451,452,"Yes","30-39",30,"No","Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Female","Raleigh","Wake","No","","2010-06-28","Crossing Paths - Other Circumstances",17,"Intersection","01-06-01","0001-01-01T12:19:58-04:56","Crossing Paths - Intersection - Other /",0,2010,"C: Possible Injury","Commercial","30-39",33,"No","0-5 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","5 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","Stop And Go Signal","Clear","No","35.850018, -78.58075",-78.58075,35.850018
"3173",454,455,"Yes","20-24",21,"No","With Traffic","B: Evident Injury","Travel Lane","Other","Female","Raleigh","Wake","No","","2010-06-21","Motorist Overtaking Bicyclist",21,"Intersection","01-06-01","0001-01-01T16:03:58-04:56","Motorist Overtaking - Misjudged Space",0,2010,"B: Evident Injury","Residential","20-24",22,"No","41-45 mph","O: No Injury","White","Female","Passenger Car","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","40 - 45  MPH","No Control Present","Clear","No","35.759876, -78.728325",-78.728325,35.759876
"3174",460,461,"No","30-39",32,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","Raleigh","Wake","No","01-01-06","2010-05-29","Motorist Overtaking Bicyclist",0,"Non-Intersection","01-05-01","0000-12-31T19:10:58-04:56","Motorist Overtaking - Other /",0,2010,"C: Possible Injury","Commercial","30-39",31,"No","21-25 mph","O: No Injury","Other","Male","Sport Utility","No","No","Dark - Roadway Not Lighted","Urban (>70% Developed)","5 lanes",3,"Straight - Grade","Local Street","Water (Standing, Moving)","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt","Piedmont","Urban","30 - 35  MPH","No Control Present","Rain","No","35.795258, -78.70678",-78.70678,35.795258
"3175",467,468,"Yes","60-69",62,"No","With Traffic","C: Possible Injury","Travel Lane","Black","Male","None - Rural Crash","Lenoir","No","01-01-04","2010-07-22","Motorist Overtaking Bicyclist",6,"Non-Intersection","01-07-01","0001-01-01T01:18:58-04:56","Motorist Overtaking - Misjudged Space",0,2010,"C: Possible Injury","Farms, Woods, Pastures","",NA,"No","","Injury","/Missing","","","No","Yes","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","NC Route","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Smooth Asphalt","Coastal","Rural","","No Control Present","Clear","No","35.3008, -77.53417",-77.53417,35.3008
"3176",470,471,"No","25-29",25,"No","Facing Traffic","O: No Injury","Travel Lane","White","Male","None - Rural Crash","Johnston","No","01-01-04","2010-07-29","Loss of Control / Turning Error",21,"Non-Intersection","01-07-01","0001-01-01T16:07:58-04:56","Motorist Lost Control - Other /",0,2010,"O: No Injury","Residential","",NA,"Missing","41-45 mph","Injury","/Missing","","Passenger Car","No","Yes","Dark - Roadway Not Lighted","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Coastal","Rural","50 - 55  MPH","No Control Present","Clear","No","35.288177, -78.45321",-78.45321,35.288177
"3177",472,473,"Yes","10-Jun",7,"No","Facing Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Johnston","No","01-01-04","2010-07-29","Bicyclist Right Turn / Merge",18,"Non-Intersection","01-07-01","0001-01-01T13:25:58-04:56","Bicyclist Right Turn - Same Direction",0,2010,"B: Evident Injury","Residential","30-39",37,"No","31-35 mph","O: No Injury","Black","Male","Pickup","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","Driveway, Private","Coarse Asphalt","Coastal","Rural","50 - 55  MPH","No Control Present","Clear","No","35.43395, -78.52864",-78.52864,35.43395
"3178",474,475,"No","40-49",40,"No","With Traffic","C: Possible Injury","Travel Lane","White","Male","Wilson","Wilson","No","01-01-04","2010-06-17","Loss of Control / Turning Error",18,"Intersection-Related","01-06-01","0001-01-01T13:03:58-04:56","Motorist Turning Error - Left Turn",0,2010,"C: Possible Injury","Residential","",NA,"Missing","","Injury","/Missing","","","No","Yes","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Coarse Asphalt","Coastal","Urban","30 - 35  MPH","No Control Present","Clear","No","35.73018, -77.89736",-77.89736,35.73018
"3179",482,483,"Yes","15-Nov",12,"No","With Traffic","B: Evident Injury","Travel Lane","Native American","Male","None - Rural Crash","Hoke","No","01-01-06","2010-07-31","Bicyclist Failed to Yield - Sign-Controlled Intersection",18,"Intersection","01-07-01","0001-01-01T13:20:58-04:56","Bicyclist Ride Through - Sign-Controlled Intersection",0,2010,"B: Evident Injury","Farms, Woods, Pastures","25-29",25,"No","31-35 mph","O: No Injury","White","Female","Sport Utility","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Rural","40 - 45  MPH","No Control Present","Cloudy","No","34.98725, -79.16547",-79.16547,34.98725
"3180",483,484,"No","50-59",52,"Yes","With Traffic","O: No Injury","Travel Lane","White","Male","None - Rural Crash","Currituck","Yes","","2010-08-02","Bicyclist Left Turn / Merge",20,"Non-Intersection","01-08-01","0001-01-01T15:48:58-04:56","Bicyclist Left Turn - Same Direction",0,2010,"O: No Injury","Residential","30-39",30,"No","41-45 mph","O: No Injury","Black","Female","Passenger Car","No","No","Dark - Roadway Not Lighted","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Coastal","Rural","50 - 55  MPH","Double Yellow Line, No Passing Zone","Clear","No","36.254223, -75.881905",-75.881905,36.254223
"3181",488,489,"Yes","16-19",18,"No","Facing Traffic","C: Possible Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Charlotte","Mecklenburg","No","01-01-07","2010-07-25","Motorist Failed to Yield - Midblock",21,"Non-Intersection","01-07-01","0001-01-01T16:43:58-04:56","Motorist Drive Out - Commercial Driveway / Alley",0,2010,"C: Possible Injury","Commercial","25-29",28,"No","0-5 mph","O: No Injury","Asian","Male","Passenger Car","No","No","Dark -  Lighting","Urban (>70% Developed)","",2,"Straight - Level","Local Street","Wet","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","5 - 15 MPH","No Control Present","Rain","No","35.203293, -80.743355",-80.743355,35.203293
"3182",489,490,"No","30-39",39,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Wake","No","01-01-02","2010-08-03","Motorist Right Turn / Merge",18,"Intersection-Related","01-08-01","0001-01-01T13:28:58-04:56","Motorist Right Turn - Same Direction",0,2010,"B: Evident Injury","Farms, Woods, Pastures","50-59",58,"No","41-45 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Hillcrest","State Secondary Route","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Piedmont","Rural","40 - 45  MPH","Stop Sign","Clear","No","35.775204, -78.919136",-78.919136,35.775204
"3183",501,502,"Yes","40-49",46,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Davidson","No","01-01-06","2010-08-07","Motorist Failed to Yield - Midblock",11,"Non-Intersection","01-08-01","0001-01-01T06:29:58-04:56","Motorist Drive Out - Other Midblock",0,2010,"B: Evident Injury","Farms, Woods, Pastures","0-19",19,"No","0-5 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Grade","State Secondary Route","Dry","Two-Way, Not Divided","None","Driveway, Private","Smooth Asphalt","Piedmont","Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No","35.97599, -80.2505",-80.2505,35.97599
"3184",508,509,"Yes","30-39",36,"No","Facing Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Raleigh","Wake","No","01-01-03","2010-07-21","Motorist Failed to Yield - Sign-Controlled Intersection",9,"Intersection","01-07-01","0001-01-01T04:22:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",0,2010,"B: Evident Injury","Residential","60-69",62,"No","0-5 mph","O: No Injury","White","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","T-Intersection","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop Sign","Clear","No","35.87336, -78.689766",-78.689766,35.87336
"3185",517,518,"Yes","40-49",46,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","None - Rural Crash","Davidson","No","01-01-02","2010-08-10","Backing Vehicle",16,"Non-Intersection","01-08-01","0001-01-01T11:51:58-04:56","Backing Vehicle",0,2010,"B: Evident Injury","Residential","0-19",17,"No","6-10 mph","O: No Injury","White","Male","Pickup","No","No","Daylight","Rural (<30% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Rural","40 - 45  MPH","Double Yellow Line, No Passing Zone","Clear","No","35.945763, -80.25821",-80.25821,35.945763
"3186",530,531,"No","40-49",42,"No","With Traffic","B: Evident Injury","Travel Lane","White","Male","Raleigh","Wake","No","01-01-03","2010-07-28","Motorist Left Turn / Merge",17,"Intersection","01-07-01","0001-01-01T12:38:58-04:56","Motorist Left Turn - Opposite Direction",0,2010,"B: Evident Injury","Commercial","40-49",47,"No","31-35 mph","O: No Injury","Black","Female","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","35.78894, -78.68632",-78.68632,35.78894
"3187",537,538,"No","16-19",19,"No","Facing Traffic","O: No Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Charlotte","Mecklenburg","No","01-01-03","2010-08-04","Motorist Failed to Yield - Sign-Controlled Intersection",15,"Intersection","01-08-01","0001-01-01T10:21:58-04:56","Motorist Drive Out - Sign-Controlled Intersection",0,2010,"O: No Injury","Commercial","",NA,"Missing","6-10 mph","Injury","/Missing","","","No","Yes","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Divided, Unprotected Median","None","Four-Way Intersection","Concrete","Piedmont","Urban","5 - 15 MPH","Stop Sign","Clear","No","35.3423, -80.76881",-80.76881,35.3423
"3188",538,539,"No","25-29",25,"No","With Traffic","B: Evident Injury","Bike Lane / Paved Shoulder","White","Male","Charlotte","Mecklenburg","No","01-01-04","2010-08-05","Motorist Left Turn / Merge",23,"Non-Intersection","01-08-01","0001-01-01T18:59:58-04:56","Motorist Left Turn - Same Direction",0,2010,"B: Evident Injury","Commercial","20-24",22,"No","21-25 mph","O: No Injury","White","Female","Passenger Car","No","No","Dark - Lighted Roadway","Urban (>70% Developed)","3 lanes",2,"Straight - Level","Local Street","Dry","One-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Other","Clear","No","35.228203, -80.83928",-80.83928,35.228203
"3189",539,540,"Yes","15-Nov",12,"No","Not Applicable","B: Evident Injury","Driveway / Alley","White","Male","None - Rural Crash","Guilford","No","","2010-08-16","Bicyclist Failed to Yield - Midblock",14,"Non-Intersection","01-08-01","0001-01-01T09:07:58-04:56","Bicyclist Ride Out - Residential Driveway",0,2010,"B: Evident Injury","Residential","40-49",40,"No","31-35 mph","O: No Injury","Black","Male","Passenger Car","No","No","Daylight","Mixed (30% To 70% Developed)","2 lanes",2,"Straight - Level","State Secondary Route","Dry","Two-Way, Not Divided","None","Driveway, Private","Smooth Asphalt","Piedmont","Rural","30 - 35  MPH","No Control Present","Clear","No","36.20027, -79.659294",-79.659294,36.20027
"3190",540,541,"Yes","15-Nov",15,"No","With Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","Black","Male","Apex","Wake","No","01-01-05","2010-08-06","Loss of Control / Turning Error",14,"Intersection-Related","01-08-01","0001-01-01T10:00:58-04:56","Motorist Lost Control - Other /",0,2010,"B: Evident Injury","Residential","30-39",35,"No","16-20 mph","O: No Injury","White","Male","Passenger Car","No","No","Daylight","Urban (>70% Developed)","2 lanes",2,"Straight - Level","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","20 - 25  MPH","No Control Present","Clear","No","35.72504, -78.85729",-78.85729,35.72504
"3191",546,547,"Yes","30-39",37,"No","With Traffic","B: Evident Injury","Sidewalk / Crosswalk / Driveway Crossing","White","Female","Greensboro","Guilford","No","01-01-06","2010-08-07","Motorist Left Turn / Merge",10,"Intersection","01-08-01","0001-01-01T05:05:58-04:56","Motorist Left Turn - Opposite Direction",0,2010,"B: Evident Injury","Residential","20-24",23,"No","11-15 mph","O: No Injury","White","Male","Pickup","No","No","Daylight","Urban (>70% Developed)","5 lanes",2,"Straight - Grade","Local Street","Dry","Two-Way, Not Divided","None","No Special Feature","Smooth Asphalt","Piedmont","Urban","30 - 35  MPH","Stop And Go Signal","Clear","No","36.038662, -79.90676",-79.90676,36.038662
"3192",549,550,"Yes","16-19",17,"No","With Traffic","A: Disabling Injury","Travel Lane","White","Male","None - Rural Crash","Carteret","No","","2010-08-16","Motorist Overtaking Bicyclist",1,"Non-Intersection","01-08-01","0000-12-31T20:03:58-04:56","Motorist Overtaking - Undetected Bicyclist",0,2010,"A: Disabling Injury","Farms, Woods, Pastures","25-29",28,"No","51-55 mph","O: No Injury","White","Male","Passenger Car","No","No","Dark - Roadway Not Lighted","Rural (<30% Developed)","4 lanes",2,"Curve - Level","US Route","Dry","Two-Way, Divided, Unprotected Median","None","No Special Feature","Coarse Asphalt","Coastal","Rural","50 - 55  MPH","No Control Present","Clear","No","34.85339, -76.8917",-76.8917,34.85339
